City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
60,Klin,RU,2023-01-06 04:05:20,56.3333,36.7333,-16.35,98,32,5.21
61,Sinnamary,GF,2023-01-06 04:05:20,5.3833,-52.95,75.92,90,99,7.23
62,New Norfolk,AU,2023-01-06 04:05:21,-42.7826,147.0587,69.91,42,0,3.0
63,Camopi,GF,2023-01-06 04:05:21,3.1655,-52.3158,69.85,100,84,1.72
64,Carnarvon,AU,2023-01-06 04:05:22,-24.8667,113.6333,78.57,74,60,17.2
65,Yumen,CN,2023-01-06 04:05:22,40.2833,97.2,33.75,22,0,2.26
66,Mocuba,MZ,2023-01-06 04:05:23,-16.8392,36.9856,74.23,90,46,2.39
67,Andenes,NO,2023-01-06 04:05:24,69.3143,16.1194,24.93,63,0,16.11
68,Luderitz,NA,2023-01-06 04:05:24,-26.6481,15.1594,59.02,74,0,16.89
69,Puerto Ayora,EC,2023-01-06 04:05:25,-0.7393,-90.3518,73.54,96,32,3.0
70,Cidreira,BR,2023-01-06 04:03:21,-30.1811,-50.2056,71.17,76,0,11.36
71,Ribeira Grande,PT,2023-01-06 04:05:25,38.5167,-28.7,61.77,86,99,18.01
72,Bredasdorp,ZA,2023-01-06 04:05:26,-34.5322,20.0403,63.79,55,100,5.14
73,Georgetown,MY,2023-01-06 04:00:26,5.4112,100.3354,87.73,55,20,10.36
74,Cockburn Town,TC,2023-01-06 04:05:27,21.4612,-71.1419,78.66,76,8,22.48
75,Mareeba,AU,2023-01-06 04:05:27,-17.0,145.4333,85.44,76,100,7.87
76,Port Alfred,ZA,2023-01-06 04:05:27,-33.5906,26.891,62.19,87,100,1.01
77,Tautira,PF,2023-01-06 04:05:28,-17.7333,-149.15,79.88,74,57,7.25
78,Barrow,US,2023-01-06 04:05:28,71.2906,-156.7887,-5.78,84,0,23.02
79,Saldanha,ZA,2023-01-06 04:05:29,-33.0117,17.9442,59.83,75,2,12.73
80,Vila Franca Do Campo,PT,2023-01-06 04:05:30,37.7167,-25.4333,59.41,83,82,11.27
81,Irbeyskoye,RU,2023-01-06 04:05:30,55.6428,95.4522,25.03,87,100,10.94
82,La Reforma,MX,2023-01-06 04:05:30,25.0833,-108.05,66.29,43,0,7.94
83,Yulara,AU,2023-01-06 04:01:23,-25.2406,130.9889,87.67,15,100,19.42
84,Guarapari,BR,2023-01-06 04:05:31,-20.6667,-40.4975,76.89,97,100,5.01
85,Cape Town,ZA,2023-01-06 04:05:03,-33.9258,18.4232,63.27,71,0,7.0
86,Oranjemund,NA,2023-01-06 04:05:32,-28.55,16.4333,57.47,84,0,7.63
87,Victoria,HK,2023-01-06 04:05:33,22.2855,114.1577,74.97,61,42,10.0
88,Ponta Do Sol,PT,2023-01-06 04:05:33,32.6667,-17.1,62.71,78,22,2.33
89,Avarua,CK,2023-01-06 04:05:34,-21.2078,-159.775,77.05,83,100,11.5
90,Lompoc,US,2023-01-06 04:05:34,34.6391,-120.4579,52.79,95,20,4.61
91,Timmins,CA,2023-01-06 04:01:37,48.4669,-81.3331,7.5,98,99,2.98
92,Pevek,RU,2023-01-06 04:06:35,69.7008,170.3133,-28.3,95,100,3.87
93,Santa Cruz,BO,2023-01-06 04:05:29,-17.8,-63.1667,71.06,83,59,2.3
94,Uvinza,TZ,2023-01-06 04:06:35,-5.1036,30.3911,63.28,96,84,0.96
95,Tyubuk,RU,2023-01-06 04:06:36,56.0552,60.9405,5.18,97,100,6.31
96,Worthing,GB,2023-01-06 04:06:37,50.8145,-0.3713,51.76,90,100,5.99
97,Tuatapere,NZ,2023-01-06 04:06:37,-46.1333,167.6833,58.23,98,100,5.28
98,Komsomolskiy,UZ,2023-01-06 04:06:39,40.4272,71.7189,34.52,86,100,4.61
99,Pisco,PE,2023-01-06 04:06:39,-13.7,-76.2167,69.85,83,0,6.91
100,Cartagena,CO,2023-01-06 04:03:34,10.3997,-75.5144,77.7,83,0,16.71
101,Qarqin,AF,2023-01-06 04:06:40,37.4185,66.0436,50.56,47,100,6.67
102,Kismayo,SO,2023-01-06 04:06:41,-0.3582,42.5454,78.51,79,8,16.91
103,Iringa,TZ,2023-01-06 04:06:41,-7.7667,35.7,58.08,88,86,3.29
104,Yellowknife,CA,2023-01-06 04:06:42,62.456,-114.3525,6.57,84,94,8.99
105,Awjilah,LY,2023-01-06 04:06:42,29.1081,21.2869,59.9,69,100,5.12
106,Nishihara,JP,2023-01-06 04:06:43,26.1842,127.7558,71.26,56,40,9.22
107,Erenhot,CN,2023-01-06 04:06:43,43.6475,111.9767,19.11,49,2,20.83
108,Hilo,US,2023-01-06 04:06:44,19.7297,-155.09,74.12,93,75,5.75
109,Yarada,IN,2023-01-06 04:06:44,17.65,83.2667,75.52,60,20,8.05
110,Bethel,US,2023-01-06 04:06:45,41.3712,-73.414,44.02,88,100,5.75
111,Upernavik,GL,2023-01-06 04:06:45,72.7868,-56.1549,-17.01,77,12,10.2
112,Dovers,VC,2023-01-06 04:06:46,12.8833,-61.1833,77.86,81,100,23.55
113,Poum,NC,2023-01-06 04:06:46,-20.2333,164.0167,81.66,71,100,7.05
114,Sumbe,AO,2023-01-06 04:06:46,-11.2061,13.8437,76.87,85,100,3.6
115,Half Moon Bay,US,2023-01-06 04:06:47,37.4636,-122.4286,53.47,88,100,5.75
116,Grosseto,IT,2023-01-06 04:06:47,42.8333,11.25,52.16,87,19,2.51
117,Carutapera,BR,2023-01-06 04:06:43,-1.195,-46.02,76.69,84,92,6.91
118,Gat,IL,2023-01-06 04:06:48,31.61,34.7642,59.4,100,99,6.15
119,Cabo San Lucas,MX,2023-01-06 04:03:43,22.8909,-109.9124,74.52,46,0,9.62
120,Nivala,FI,2023-01-06 04:06:49,63.9167,24.9667,-1.62,99,57,0.96
121,Kasongo,CD,2023-01-06 04:06:49,-4.45,26.6667,65.55,97,92,1.34
122,Riyadh,SA,2023-01-06 04:03:23,24.6877,46.7219,50.88,81,99,9.22
123,Khatanga,RU,2023-01-06 04:06:50,71.9667,102.5,-55.03,100,88,4.56
124,Campo Maior,BR,2023-01-06 04:06:51,-4.8278,-42.1686,75.6,72,90,4.5
125,Longyearbyen,SJ,2023-01-06 04:06:51,78.2186,15.6401,31.84,86,75,10.36
126,Dikson,RU,2023-01-06 04:06:52,73.5069,80.5464,-27.42,100,100,4.76
127,Catuday,PH,2023-01-06 04:06:52,16.2923,119.8062,81.45,68,96,8.7
128,Kaeo,NZ,2023-01-06 04:06:53,-35.1,173.7833,71.33,97,100,1.68
129,Anadyr,RU,2023-01-06 04:06:54,64.75,177.4833,-5.01,83,100,15.66
130,Guerrero Negro,MX,2023-01-06 04:06:54,27.9769,-114.0611,60.37,77,1,15.21
131,Manzhouli,CN,2023-01-06 04:06:55,49.6,117.4333,-6.95,89,70,0.69
132,Ola,RU,2023-01-06 04:07:55,59.5833,151.2833,-2.87,79,12,6.82
133,Bograd,RU,2023-01-06 04:07:56,54.2344,90.8328,20.62,91,100,3.51
134,Astoria,US,2023-01-06 04:07:56,46.1879,-123.8313,50.86,73,100,11.99
135,Mar Del Plata,AR,2023-01-06 04:03:53,-38.0023,-57.5575,71.1,89,85,5.97
136,Bethanien,NA,2023-01-06 04:07:57,-26.502,17.1583,54.41,66,0,4.12
137,Bambous Virieux,MU,2023-01-06 04:07:57,-20.3428,57.7575,82.22,73,85,15.97
138,Flinders,AU,2023-01-06 04:07:58,-34.5833,150.8552,66.25,82,100,20.27
139,Norman Wells,CA,2023-01-06 04:07:58,65.282,-126.8329,-15.5,100,87,1.07
140,Broken Hill,AU,2023-01-06 04:04:12,-31.95,141.4333,85.03,19,0,12.1
141,Tasiilaq,GL,2023-01-06 04:07:59,65.6145,-37.6368,12.36,54,44,7.56
142,Nabire,ID,2023-01-06 04:08:00,-3.3667,135.4833,85.08,67,89,4.38
143,Zhicheng,CN,2023-01-06 04:08:00,30.2956,111.5047,62.71,42,0,2.51
144,Thika,KE,2023-01-06 04:08:01,-1.0333,37.0693,53.17,70,15,2.24
145,Along,IN,2023-01-06 04:08:01,28.1667,94.7667,67.53,24,0,1.25
146,Priekule,LV,2023-01-06 04:08:01,56.4468,21.5897,16.92,83,8,6.98
147,Saint Anthony,US,2023-01-06 04:05:23,45.0205,-93.218,15.85,100,61,3.38
148,Dingle,PH,2023-01-06 04:08:02,10.9995,122.6711,84.24,71,76,11.48
149,Teguise,ES,2023-01-06 04:08:03,29.0605,-13.564,57.42,82,0,9.22
150,Bonfim,BR,2023-01-06 04:08:03,3.0833,-59.95,75.87,80,96,7.78
151,Sao Filipe,CV,2023-01-06 04:08:04,14.8961,-24.4956,74.64,62,60,10.58
152,Mouila,GA,2023-01-06 04:08:04,-1.8685,11.0559,70.75,98,96,0.83
153,Siemiatycze,PL,2023-01-06 04:08:05,52.4272,22.8623,28.65,74,98,13.22
154,Port Hawkesbury,CA,2023-01-06 04:08:05,45.6169,-61.3485,28.62,86,100,8.99
155,Port Lincoln,AU,2023-01-06 04:08:06,-34.7333,135.8667,70.93,59,2,10.92
156,Sivaki,RU,2023-01-06 04:08:06,52.6333,126.75,-1.91,85,11,2.89
157,Cacule,BR,2023-01-06 04:08:07,-14.5033,-42.2222,68.81,97,100,3.44
158,Aklavik,CA,2023-01-06 04:08:07,68.2191,-135.0107,-4.94,99,97,4.05
159,Rio Gallegos,AR,2023-01-06 04:05:45,-51.6226,-69.2181,62.65,59,0,12.66
160,San Patricio,US,2023-01-06 04:08:08,28.017,-97.5169,64.83,63,0,7.14
161,Vao,NC,2023-01-06 04:08:08,-22.6667,167.4833,79.41,84,100,14.09
162,Praia,CV,2023-01-06 04:08:09,14.9215,-23.5087,72.91,70,98,13.76
163,Ilulissat,GL,2023-01-06 04:08:09,69.2167,-51.1,3.22,55,19,1.14
164,Buraydah,SA,2023-01-06 04:04:35,26.326,43.975,48.04,62,0,4.7
165,Benghazi,LY,2023-01-06 04:08:10,32.1167,20.0667,61.36,63,2,5.7
166,Nuevo Ideal,MX,2023-01-06 04:08:11,24.8875,-105.0728,51.87,31,0,5.12
167,Bahia Blanca,AR,2023-01-06 04:08:11,-38.7196,-62.2724,79.29,44,76,9.1
168,Kaitangata,NZ,2023-01-06 04:08:12,-46.2817,169.8464,60.71,93,96,9.6
169,Tymovskoye,RU,2023-01-06 04:08:12,50.8456,142.655,11.14,86,65,3.65
170,Beringovskiy,RU,2023-01-06 04:08:13,63.05,179.3167,-11.2,91,98,11.03
171,Shingu,JP,2023-01-06 04:08:13,33.7333,135.9833,53.06,38,15,5.26
172,Sao Joao Da Barra,BR,2023-01-06 04:08:14,-21.6403,-41.0511,73.02,95,100,5.55
173,Yeppoon,AU,2023-01-06 04:08:14,-23.1333,150.7333,83.98,76,100,8.68
174,Clarence Town,AU,2023-01-06 04:08:15,-32.5833,151.7833,76.6,62,73,11.48
175,Helong,CN,2023-01-06 04:08:15,42.5397,128.9972,29.61,51,100,2.64
176,Lucapa,AO,2023-01-06 04:08:16,-8.4192,20.7447,62.58,96,100,1.5
177,Santiago,CL,2023-01-06 04:07:22,-33.4569,-70.6483,72.86,54,0,10.36
178,Churapcha,RU,2023-01-06 04:08:17,62.0025,132.4325,-22.14,97,99,1.79
179,Qaanaaq,GL,2023-01-06 04:08:17,77.484,-69.3632,-10.64,89,100,7.85
180,Sawakin,SD,2023-01-06 04:09:18,19.1059,37.3321,71.64,64,99,12.75
181,Itarema,BR,2023-01-06 04:09:18,-2.9248,-39.9167,77.65,82,51,9.84
182,Egvekinot,RU,2023-01-06 04:09:19,66.3167,-179.1667,-11.13,91,100,11.95
183,Northam,GB,2023-01-06 04:09:19,51.0333,-4.2167,47.61,95,17,13.0
184,Broome,US,2023-01-06 04:09:20,42.2506,-75.833,40.66,87,100,4.61
185,Lata,PT,2023-01-06 04:09:20,40.1629,-8.3327,38.07,85,3,2.93
186,Akdepe,TM,2023-01-06 04:09:21,42.0551,59.3788,32.61,92,36,1.28
187,Tiksi,RU,2023-01-06 04:09:21,71.6872,128.8694,-18.4,97,100,3.96
188,Cherskiy,RU,2023-01-06 04:09:22,68.75,161.3,-51.86,100,71,1.72
189,Jacareacanga,BR,2023-01-06 04:09:22,-6.2222,-57.7528,72.55,99,100,1.77
190,Gayeri,BF,2023-01-06 04:09:22,12.6497,0.4931,67.84,27,66,8.88
191,Winslow,US,2023-01-06 04:09:23,35.0242,-110.6974,46.58,46,0,13.8
192,Coracora,PE,2023-01-06 04:09:24,-15.0333,-73.7833,48.58,65,96,0.96
193,Kavieng,PG,2023-01-06 04:09:24,-2.5744,150.7967,82.87,77,46,8.12
194,Barsovo,RU,2023-01-06 04:09:24,61.1667,73.1667,-9.27,97,100,9.91
195,Peniche,PT,2023-01-06 04:09:25,39.3558,-9.3811,50.45,83,4,5.01
196,Kumylzhenskaya,RU,2023-01-06 04:09:25,49.8809,42.5898,34.99,99,100,8.75
197,Faanui,PF,2023-01-06 04:09:26,-16.4833,-151.75,81.48,68,19,8.19
198,Birin,NP,2023-01-06 04:09:26,26.8865,88.0718,58.15,25,0,3.24
199,Mount Darwin,ZW,2023-01-06 04:09:27,-16.7725,31.5838,68.32,90,99,1.5
200,Qaqortoq,GL,2023-01-06 04:09:27,60.7167,-46.0333,26.35,49,67,19.84
201,East London,ZA,2023-01-06 04:09:28,-33.0153,27.9116,64.31,78,100,8.81
202,Chicama,PE,2023-01-06 04:09:28,-7.8447,-79.1469,64.94,75,97,4.79
203,Rafsanjan,IR,2023-01-06 04:09:29,30.4067,55.9939,45.27,68,2,2.46
204,Gao,ML,2023-01-06 04:09:29,16.6362,1.637,63.0,22,16,11.79
205,Ancud,CL,2023-01-06 04:09:30,-41.8697,-73.8203,54.82,94,1,3.33
206,Port Hedland,AU,2023-01-06 04:06:36,-20.3167,118.5667,93.25,55,100,16.11
207,Sept-Iles,CA,2023-01-06 04:05:52,50.2001,-66.3821,6.06,69,90,4.0
208,Pacific Grove,US,2023-01-06 04:08:08,36.6177,-121.9166,51.91,89,40,6.91
209,Yaan,NG,2023-01-06 04:09:31,7.3833,8.5667,72.48,35,95,3.69
210,Yerbogachen,RU,2023-01-06 04:09:32,61.2767,108.0108,2.97,97,99,3.91
211,Adre,TD,2023-01-06 04:09:32,13.4667,22.2,57.22,34,20,15.14
212,Gayny,RU,2023-01-06 04:09:33,60.3071,54.3241,-2.29,98,99,5.01
213,Sambava,MG,2023-01-06 04:09:33,-14.2667,50.1667,76.84,84,97,5.88
214,Syracuse,IT,2023-01-06 04:05:13,37.0881,15.2792,49.32,76,4,6.06
215,Dzhankoy,UA,2023-01-06 04:06:13,45.7167,34.4,45.91,85,87,13.31
216,Tura,IN,2023-01-06 04:09:34,25.5198,90.2201,70.43,39,0,1.57
217,Tuma,RU,2023-01-06 04:09:35,55.148,40.5537,-12.73,91,10,8.77
218,Gobabis,NA,2023-01-06 04:09:30,-22.45,18.9667,64.53,29,37,14.41
219,Mandiana,GN,2023-01-06 04:09:35,10.6333,-8.6833,68.25,24,27,5.06
220,Geraldton,AU,2023-01-06 04:09:36,-28.7667,114.6,90.01,40,0,8.05
221,Esperance,AU,2023-01-06 04:08:35,-33.8667,121.9,80.94,43,0,5.3
222,Asfi,MA,2023-01-06 04:09:37,32.2994,-9.2372,58.57,72,0,2.46
223,Soto La Marina,MX,2023-01-06 04:09:37,23.7667,-98.2167,65.08,95,2,4.5
224,Rize,TR,2023-01-06 04:09:37,40.9044,40.8949,26.15,63,99,7.38
225,Healdsburg,US,2023-01-06 04:09:38,38.6105,-122.8692,49.55,86,100,3.44
226,Poya,NC,2023-01-06 04:09:38,-21.35,165.15,81.18,74,100,4.59
227,Hami,CN,2023-01-06 04:10:39,42.8,93.45,22.48,58,3,2.08
228,Mount Gambier,AU,2023-01-06 04:10:39,-37.8333,140.7667,77.32,40,0,13.06
229,Ahipara,NZ,2023-01-06 04:10:40,-35.1667,173.1667,69.96,95,100,1.36
230,Saskylakh,RU,2023-01-06 04:10:41,71.9167,114.0833,-32.12,100,100,1.23
231,Seydi,TM,2023-01-06 04:10:41,39.4816,62.9137,45.23,78,99,6.35
232,Jiwani,PK,2023-01-06 04:10:42,25.05,61.7417,69.4,54,99,4.03
233,Tuktoyaktuk,CA,2023-01-06 04:10:42,69.4541,-133.0374,-13.0,84,75,14.97
234,Yenagoa,NG,2023-01-06 04:10:43,4.9247,6.2642,75.47,84,99,3.78
235,Saint-Philippe,RE,2023-01-06 04:10:43,-21.3585,55.7679,81.99,82,80,13.51
236,Seoul,KR,2023-01-06 04:10:27,37.5683,126.9778,36.84,59,93,3.06
237,Fortuna,US,2023-01-06 04:10:44,40.5982,-124.1573,48.54,95,75,13.8
238,Velikiy Novgorod,RU,2023-01-06 04:08:17,58.5167,31.2833,-4.65,99,12,2.93
239,Oktyabrskoye,RU,2023-01-06 04:10:44,43.0645,44.7417,23.14,93,11,2.24
240,Palu,ID,2023-01-06 04:10:45,-0.8917,119.8707,92.84,47,97,3.89
241,Severnoye,RU,2023-01-06 04:10:45,56.3491,78.3619,-5.26,99,99,3.69
242,Talisay,PH,2023-01-06 04:10:46,10.2447,123.8494,84.22,70,40,10.36
243,Mtimbira,TZ,2023-01-06 04:10:46,-8.7833,36.35,71.71,87,69,1.16
244,Kendari,ID,2023-01-06 04:10:47,-3.945,122.4989,89.31,55,100,5.5
245,Coahuayana,MX,2023-01-06 04:10:47,18.7333,-103.6833,71.83,93,1,2.57
246,Rio Do Sul,BR,2023-01-06 04:10:48,-27.2142,-49.6431,64.38,99,14,1.34
247,Ossora,RU,2023-01-06 04:10:48,59.2353,163.0719,-12.87,85,45,7.74
248,Rozsypne,UA,2023-01-06 04:10:49,48.1497,38.5762,39.51,91,100,12.8
249,Pringsewu,ID,2023-01-06 04:10:49,-5.3582,104.9744,87.15,56,96,3.33
250,Noumea,NC,2023-01-06 04:10:47,-22.2763,166.4572,87.78,73,100,2.73
251,Edd,ER,2023-01-06 04:10:50,13.9297,41.6925,77.59,64,2,10.4
252,Grindavik,IS,2023-01-06 04:10:50,63.8424,-22.4338,23.47,93,94,6.91
253,Chara,RU,2023-01-06 04:10:51,56.9064,118.2631,-5.87,85,91,0.58
254,Kloulklubed,PW,2023-01-06 04:10:51,7.0419,134.2556,81.1,88,100,16.58
255,Praia Da Vitoria,PT,2023-01-06 04:10:52,38.7333,-27.0667,59.76,91,100,17.13
256,Mahebourg,MU,2023-01-06 04:10:52,-20.4081,57.7,82.26,74,87,16.46
257,Dullewala,PK,2023-01-06 04:10:53,31.8359,71.4362,59.31,18,100,2.33
258,Chuy,UY,2023-01-06 04:10:53,-33.6971,-53.4616,63.37,83,10,6.69
259,Charlestown,AU,2023-01-06 04:10:53,-32.95,151.6667,75.81,66,63,8.01
260,Port-Gentil,GA,2023-01-06 04:10:54,-0.7193,8.7815,78.67,83,99,10.36
261,Amahai,ID,2023-01-06 04:10:54,-3.3333,128.9167,87.87,61,100,6.24
262,Huarmey,PE,2023-01-06 04:10:55,-10.0681,-78.1522,69.91,79,100,7.38
263,Hamilton,US,2023-01-06 04:10:55,39.1834,-84.5333,39.83,71,100,16.11
264,Klaeng,TH,2023-01-06 04:10:56,12.7797,101.6483,83.37,61,93,8.68
265,Jidong,CN,2023-01-06 04:10:56,45.2167,131.0833,13.59,83,16,2.95
266,Padang,ID,2023-01-06 04:10:57,-0.9492,100.3543,77.05,77,75,3.67
267,Kenai,US,2023-01-06 04:10:57,60.5544,-151.2583,15.15,92,100,0.0
268,Aksarka,RU,2023-01-06 04:10:58,66.5606,67.7975,-22.65,96,100,13.11
269,Tsogni,GA,2023-01-06 04:10:58,-2.7942,10.0988,73.8,92,83,2.08
270,Atikokan,CA,2023-01-06 04:10:58,48.7555,-91.6216,-5.87,100,7,2.35
271,Karangasem,ID,2023-01-06 04:10:59,-8.45,115.6167,81.14,76,100,9.55
272,Te Anau,NZ,2023-01-06 04:10:00,-45.4167,167.7167,65.64,85,100,5.66
273,Verkhnyaya Salda,RU,2023-01-06 04:11:00,58.0456,60.5533,5.92,96,100,4.9
274,Karpogory,RU,2023-01-06 04:11:00,64.0019,44.4451,-12.48,97,97,7.25
275,Sri Aman,MY,2023-01-06 04:12:01,1.2376,111.4621,86.04,65,100,4.45
276,Karasuk,RU,2023-01-06 04:12:01,53.7377,78.0403,16.86,96,100,5.06
277,Hasaki,JP,2023-01-06 04:12:02,35.7333,140.8333,52.29,37,100,4.65
278,Vinh,VN,2023-01-06 04:12:02,18.6667,105.6667,65.75,83,100,9.06
279,Bengkulu,ID,2023-01-06 04:12:03,-3.8004,102.2655,82.49,68,60,5.03
280,Palmer,US,2023-01-06 04:12:03,42.1584,-72.3287,40.24,85,100,3.44
281,Zhangye,CN,2023-01-06 04:12:04,38.9342,100.4517,40.28,16,0,7.56
282,Tahoua,NE,2023-01-06 04:12:04,14.8888,5.2692,61.63,26,31,11.14
283,Kumluca,TR,2023-01-06 04:12:05,36.3703,30.2869,54.32,64,0,5.03
284,Rossland,CA,2023-01-06 04:12:05,49.0831,-117.8022,27.63,77,99,0.63
285,Avera,US,2023-01-06 04:12:06,33.194,-82.5271,49.55,66,0,9.04
286,Kailua,US,2023-01-06 04:12:06,21.4022,-157.7394,78.78,79,75,6.91
287,Ordu,TR,2023-01-06 04:12:07,40.9086,37.6845,30.7,69,70,8.3
288,Nikolsk,RU,2023-01-06 04:12:07,53.7189,46.0712,7.21,95,100,11.48
289,Veroce,HU,2023-01-06 04:12:08,47.8247,19.0348,46.72,80,50,9.71
290,Maldonado,UY,2023-01-06 04:12:08,-34.6667,-54.9167,63.79,71,84,9.66
291,Alofi,NU,2023-01-06 04:12:09,-19.0595,-169.9187,78.33,76,100,17.05
292,Vestmannaeyjar,IS,2023-01-06 04:12:09,63.4427,-20.2734,30.45,79,100,8.86
293,Batagay,RU,2023-01-06 04:12:10,67.6333,134.6333,-40.77,100,99,1.95
294,Jining,CN,2023-01-06 04:12:11,35.405,116.5814,53.38,18,0,13.15
